number,name,activity,address,addressy,coordinates,metro,area,phone,site,status,time,reach,inventory,services,premises,cameras,others
10.0034,"ГБУК ""Зеленогорский парк культуры и отдыха""","Волейбол,ОФП","Санкт-Петербург, г. Зеленогорск, ш. Приморское, д.536, лит. А",,Array,"Ж.д. Ст. Зеленогорск, ст. Метро Удельная, Площадь Ленина, Старая Деревня, Черная речка. Автобусы №211, 211Э, К680",Курортный,"8 (812) 433-31-05",Zpkio.ru,Работающая,"С 8:00 до 22:30","Частично доступно",1,1,1,1,
10.0035,"ГБУК ""Зеленогорский парк культуры и отдыха""","Комплекс ГТО","Санкт-Петербург, г. Зеленогорск, ш. Приморское, д.536, лит. А",,Array,"Ж.д. Ст. Зеленогорск, ст. Метро Удельная, Площадь Ленина, Старая Деревня, Черная речка. Автобусы №211, 211Э, К680",Курортный,"8 (812) 433-31-05",Zpkio.ru,Работающая,"С 8:00 до 23:00","Частично доступно",1,1,1,1,
10.0036,"ГБУК ""Парк культуры и отдыха ""Дубки""","Баскетбол,ОФП, Футбол","Санкт-Петербург, г. Сестрорецк, ш. Дубковское, д.44, лит.А",,Array,"Ст. М. Беговая, ж.д. Ст. Сестрорецк",Курортный,88124371804.0,"Www.parkdubki.ru https://vk.com/parkdubki",Работающая,"Пн.-вс. 09:00-22:00","Частично доступно",1,1,1,1,
10.0037,"ГБУК ""Парк культуры и отдыха ""Дубки""","Волейбол,ОФП","Санкт-Петербург, г. Сестрорецк, ш. Дубковское, д.44, лит.А",,Array,"Ст. М. Беговая, ж.д. Ст. Сестрорецк",Курортный,88124371804.0,"Www.parkdubki.ru https://vk.com/parkdubki",Работающая,"Пн.-вс. 09:00-22:00","Частично доступно",1,1,1,1,
10.0038,"ГБУ ПМЦ ""Восход""","Спортивная площадка ""Паркур""","Санкт-Петербург, г. Сестрорецк, ул. Володарского, д.31, лит.А","Уч.1, восточнее д.31, лит. А",Array,"М. Беговая, Остановка автобусов №211, 211Э,216А ул.Володарского",Курортный,8-812-437-23-55,"Восход75.РФ https://vk.com/sportvoshod",Работающая,"09.00-20.00 без выходных с 01.05.2023 по 31.10.2023","Доступна для ММГН",1,1,1,1,
10.0039,"ГБУ ПМЦ ""Снайпер""","Футбольная площадка","Санкт-Петербург, г. Зеленогорск, ул. Привокзальная, д.7","Участок 1 южнее дома №7",Array,"Ст. М. Беговая, авт. № 211 остановка г. Зеленогорск, Вокзал или г. Зеленогорск, Центр",Курортный,"433-51-52, 433-54-18","Https://пмц-снайпер.рф/kontakty https://vk.com/club11492364",Работающая,"Ср 17.00-21.00, пт 17.00-21.00, вс 12.00-15.00, 17.00-21.00","Частично доступно",1,1,1,1,
11.00001,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье""",Тренажеры,"Алтайская ул, д. 16","Алтайская, участок 1, севернее д. 16, лит. А",Array,"""Московская""",Московский,241-34-80,Www.sport-mosk.ru,Работающий,9.00-22.30,Доступен,,,,,
11.00002,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье""",Тренажеры,"Алтайская ул, д. 11","Алтайская, участок 1, юго-западнее д. 11",Array,"""Московская""",Московский,241-34-80,Www.sport-mosk.ru,Работающий,9.00-22.30,Доступен,,,,,
11.00003,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье""",Теннис,"Алтайская ул., д. 17","Алтайская, участок 1, юго-западнее д. 17",Array,"""Московская""",Московский,241-34-80,Www.sport-mosk.ru,Работающий,9.00-22.30,Доступен,,,,,
11.00004,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье""",Футбол,"Бассейная ул., д. 55","Бассейная ул., участок 1, южнее д. 55, лит. А",Array,"""Парк Победы""",Московский,241-34-80,Www.sport-mosk.ru,Работающий,9.00-22.30,Доступен,,1,,,
11.00005,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье""",УФП,"Бассейная ул., д. 27","Бассейная, участок 1, южнее д. 27",Array,"""Парк Победы""",Московский,241-34-80,Www.sport-mosk.ru,Работающий,9.00-22.30,Доступен,,1,,,
11.00006,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье""",Хоккей,"Благодатная ул., д. 24","Благодатная, участок 1, западнее д. 24, лит. А",Array,"""Парк Победы""",Московский,241-34-80,Www.sport-mosk.ru,Работающий,9.00-22.30,Доступен,,,,,
11.00007,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье""","Баскетбол Тренажеры","Варшавская ул., д. 45","Варшавская, участок 1, северо-западнее д. 45, корп. 2",Array,"""Парк Победы""",Московский,241-34-80,Www.sport-mosk.ru,Работающий,9.00-22.30,Доступен,,1,,,
11.00008,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье""","Футбол, Баскетбол","Витебский пр., д. 51","Витебский, участок 1, южнее д. 51, корп. 1, лит. А",Array,"""Московская""",Московский,241-34-80,Www.sport-mosk.ru,Работающий,9.00-22.30,Доступен,,1,,,
11.00009,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье""",Тренажеры,"Гагарина ул., д. 38","Гагарина, участок 1, восточнее д. 38, корп. 4, лит. А",Array,"""Московская""",Московский,241-34-80,Www.sport-mosk.ru,Работающий,9.00-22.30,Доступен,,,,,
11.00010,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье""","Футбол, Баскетбол","Дунайский пр., д. 5","Дунайский, участок 1, южнее д. 5, лит. А",Array,"""Московская""",Московский,241-34-80,Www.sport-mosk.ru,Работающий,9.00-22.30,Доступен,,1,,,
11.00011,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье""","Футбол, Баскетбол","Заозёрная ул., д. 3","Заозёрная, участок 1, восточнее д. 3, лит. А",Array,"""Фрунзенская""",Московский,241-34-80,Www.sport-mosk.ru,Работающий,9.00-22.30,Доступен,,,,,
11.00012,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье""",Тренажеры,"Космонавтов пр., д. 15","Космонавтов, участок 1, западнее д. 15",Array,"""Парк Победы""",Московский,241-34-80,Www.sport-mosk.ru,Работающий,9.00-22.30,Доступен,,,,,
11.00013,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье""",Хоккей,"Краснопутиловская ул., д. 78","Краснопутиловская, участок 1, северо-восточнее д. 78",Array,"""Московская""",Московский,241-34-80,Www.sport-mosk.ru,Работающий,9.00-22.30,Доступен,,1,,,
11.00014,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье""",Футбол,"Кузнецовская ул., д. 44","Кузнецовская, участок 1, во дворе д. 44, лит. А",Array,"""Парк Победы""",Московский,241-34-80,Www.sport-mosk.ru,Работающий,9.00-22.30,Доступен,,,,,
11.00015,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье""",Тренажеры,"Кузнецовская ул., д. 44","Кузнецовская, участок 2, во дворе д. 44, лит. А",Array,"""Парк Победы""",Московский,241-34-80,Www.sport-mosk.ru,Работающий,9.00-22.30,Доступен,,,,,
11.00016,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье""",Футбод,"Московский пр., д. 78","Московский, участок 1, восточнее д. 78, лит. К",Array,"""Фрунзенская""",Московский,241-34-80,Www.sport-mosk.ru,Работающий,9.00-22.30,Доступен,,1,,,
11.00017,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье""",Тренажеры,"Московский пр., д. 86","Московский, участок 1, восточнее д. 86, лит. А",Array,"""Фрунзенская""",Московский,241-34-80,Www.sport-mosk.ru,Работающий,9.00-22.30,Доступен,,1,,,
11.00018,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье""",Футбол,"Московский пр., д. 134","Московский, участок 1, северо-восточнее д. 134, лит. А",Array,"""Московские ворота""",Московский,241-34-80,Www.sport-mosk.ru,Работающий,9.00-22.30,Доступен,,,,,
11.00019,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье""",Хоккей,"Московский пр., д. 134","Московский, участок 2, северо-восточнее д. 134, лит. А",Array,"""Московские ворота""",Московский,241-34-80,Www.sport-mosk.ru,Работающий,9.00-22.30,Доступен,,,,,
11.00020,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье""",Футбол,"Московский пр., д. 184","Московский, участок 1, восточнее д. 184, лит. А",Array,"""Парк Победы""",Московский,241-34-80,Www.sport-mosk.ru,Работающий,9.00-22.30,Доступен,,,,,
11.00021,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье""",Футбол,"Московский пр., д. 202","Московский, участок 1, восточнее д. 202, лит. А",Array,"""Московская""",Московский,241-34-80,Www.sport-mosk.ru,Работающий,9.00-22.30,Доступен,,1,,,
11.00022,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье""",Теннис,"Московский пр., д. 202","Московский, участок 2, восточнее д. 202, лит. А",Array,"""Московская""",Московский,241-34-80,Www.sport-mosk.ru,Работающий,9.00-22.30,Доступен,,1,,,
11.00023,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье""","Баскетбол, Волейбол","Московский пр., д. 202","Московский, участок 3, восточнее д. 202, лит. А",Array,"""Московская""",Московский,241-34-80,Www.sport-mosk.ru,Работающий,9.00-22.30,Доступен,,1,,,
11.00024,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье""",Тренажеры,"Новоизмайловский пр., д. 13","Новоизмайловский, участок 1, западнее д. 13",Array,"""Парк Победы""",Московский,241-34-80,Www.sport-mosk.ru,Работающий,9.00-22.30,Доступен,,1,,,
11.00025,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье""",Футбол,"Новоизмайловский пр., д. 13","Новоизмайловский, участок 2, западнее д. 13",Array,"""Парк Победы""",Московский,241-34-80,Www.sport-mosk.ru,Работающий,9.00-22.30,Доступен,,1,,,
11.00026,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье""",Футбол,"Новоизмайловский пр., д. 28","Новоизмайловский, участок 1, восточнее д. 28, корп. 3, лит. А",Array,"""Парк Победы""",Московский,241-34-80,Www.sport-mosk.ru,Работающий,9.00-22.30,Доступен,,1,,,
11.00027,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье""",Хоккей,"Новоизмайловский пр., д. 38","Новоизмайловский, участок 1, южнее д. 38, корп. 4",Array,"""Парк Победы""",Московский,241-34-80,Www.sport-mosk.ru,Работающий,9.00-22.30,Доступен,,1,,,
11.00028,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье""",Тренажеры,"Пилотов ул., д. 13","Пилотов, участок 1, южнее д. 13, лит. А",Array,"""Московская""",Московский,241-34-80,Www.sport-mosk.ru,Работающий,9.00-22.30,Доступен,,,,,
11.00029,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье""","Футбол, Баскетбол, Тренажеры","Пулковское ш., д. 97","Пулковское, участок 1, северо-восточнее д. 97",Array,"""Московская""",Московский,241-34-80,Www.sport-mosk.ru,Работающий,9.00-22.30,Доступен,,,,,
11.00030,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье""",Баскетбол,"Решетникова ул., д. 3","Решетникова, участок 1, южнее д. 3, лит. А",Array,"""Электросила""",Московский,241-34-80,Www.sport-mosk.ru,Работающий,9.00-22.30,Доступен,,,,,
11.00031,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье""",Футбол,"Решетникова ул., д. 17","Решетникова, участок 1, северо-восточнее д. 17, корп. 1, лит. А",Array,"""Электросила""",Московский,241-34-80,Www.sport-mosk.ru,Работающий,9.00-22.30,Доступен,,1,,,
11.00032,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье""",Футбол,"Решетникова ул., д. 17","Решетникова, участок 2, восточнее д. 17, корп. 1, лит. А",Array,"""Электросила""",Московский,241-34-80,Www.sport-mosk.ru,Работающий,9.00-22.30,Доступен,,1,,,
11.00033,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье""",Волейбол,"Решетникова ул., д. 17","Решетникова, участок 3, восточнее д. 17, корп. 1, лит. А",Array,"""Электросила""",Московский,241-34-80,Www.sport-mosk.ru,Работающий,9.00-22.30,Доступен,,1,,,
11.00034,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье""",Тренажеры,"Севастьянова ул., д. 10","Севастьянова, участок 1, восточнее д. 10, лит. А",Array,"""Парк Победы""",Московский,241-34-80,Www.sport-mosk.ru,Работающий,9.00-22.30,Доступен,,,,,
11.00035,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье""","Футбол, Баскетбол, Тренажеры","Типанова ул., д. 36","Типанова, участок 1, юго-западнее д. 36",Array,"""Московская""",Московский,241-34-80,Www.sport-mosk.ru,Работающий,9.00-22.30,Доступен,,,,,
11.00036,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье""",Футбол,"Фрунзе ул., д. 16","Фрунзе, участок 1, во дворе д. 16, лит. А",Array,"""Парк Победы""",Московский,241-34-80,Www.sport-mosk.ru,Работающий,9.00-22.30,Доступен,,1,,,
11.00037,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье""",Теннис,"Цветочная ул., д. 16","Цветочная, участок 1, западнее д. 16, лит. М",Array,"""Московские ворота""",Московский,241-34-80,Www.sport-mosk.ru,Работающий,9.00-22.30,Доступен,,,,,
11.00038,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье""",Футбол,"Цветочная ул., д. 16","Цветочная, участок 2, западнее д. 16, лит. М",Array,"""Московские ворота""",Московский,241-34-80,Www.sport-mosk.ru,Работающий,9.00-22.30,Доступен,,,,,
11.00039,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье""",Футбол,"Яковлевский пер., д. 2","Яковлевский, участок 1, западнее д. 2, лит. А",Array,"""Электросила""",Московский,241-34-80,Www.sport-mosk.ru,Работающий,9.00-22.30,Доступен,,,,,
11.00040,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье""","Футбол, Баскетбол","Яковлевский пер., д. 6","Яковлевский, участок 1, южнее д. 6, лит. А",Array,"""Электросила""",Московский,241-34-80,Www.sport-mosk.ru,Работающий,9.00-22.30,Доступен,,,,,
11.00041,"СПб ГБУ ""Спортивный центр ""Физкультура и здоровье""",МФСП,"Московский пр., д. 102","Московский, дом 102, корпус 2, лит. А",Array,"""Московские ворота""",Московский,241-34-80,Www.sport-mosk.ru,Работающий,9.00-22.30,"Ограниченно доступен",,1,,,
14.0001,"СПБ ГБУ ""Центр физической культуры, спорта и здоровья Петродворцового района СПб""","Настольный теннис , ОФП","пос. Стрельна, Орловская ул., д. 1","Пос. Стрельна, Орловская ул., уч. 2 (напротив дома 1)",Array,Автово,Петродворцовый,"661-17-95 89111055921",Центр-спорта.рф,Работающий,"Вт., Ср., Чт. 10.00-14.00",Да,,1,,,"Центр-спорта.рф https://vk.com/public117605336 https://vk.com/club202686263 https://vk.com/tt_petergof https://vk.com/public200411159"
14.0002,"СПБ ГБУ ""Центр физической культуры, спорта и здоровья Петродворцового района СПб""","Настольный теннис, ОФП","пос. Стрельна, Санкт-Петербургское шоссе, д. 68/2, лит. А","Пос. Стрельна, Санкт-Петербургское шоссе, уч. 17 (у дома 68/2, лит. А)",Array,"Пос.Стрельна, ост.Ново-Нарвское шоссе",Петродворцовый,"661-17-95 89111055921",Центр-спорта.рф,Работающий,"Сб., Вс. 10.00-.16.00",Да,,1,,,"Центр-спорта.рф https://vk.com/public117605336 https://vk.com/club202686263 https://vk.com/tt_petergof https://vk.com/public200411160"
14.0003,"СПБ ГБУ ""Центр физической культуры, спорта и здоровья Петродворцового района СПб""","Футбол, настольный теннис","Петергоф, Бобыльская дорога, 60","Петергоф, Бобыльская дорога, уч. 5 (напротив дома 61, лит. А)",Array,Автово,Петродворцовый,"661-17-95 89111055921",Центр-спорта.рф,Работающий,"Пн., Ср., Пт. 16.00-19.00; Вс. 10.00-13.01",Да,,1,,,"Центр-спорта.рф https://vk.com/public117605336 https://vk.com/club202686263 https://vk.com/tt_petergof https://vk.com/public200411161"
14.0004,"СПБ ГБУ ""Центр физической культуры, спорта и здоровья Петродворцового района СПб""","Настольный теннис, ОФП","Петергоф, Гостилицкое шоссе, д. 23","Петергоф, Гостилицкое шоссе, уч. 10 (у дома 23, корп. 1)",Array,Автово,Петродворцовый,"661-17-95 89111055921",Центр-спорта.рф,Работающий,"Пн.,Чт.,Пт.15.00-19.00;Сб.9.00-13.00;Вс.9.00-18.01",Да,,1,,,"Центр-спорта.рф https://vk.com/public117605336 https://vk.com/club202686263 https://vk.com/tt_petergof https://vk.com/public200411162"
14.0005,"СПБ ГБУ ""Центр физической культуры, спорта и здоровья Петродворцового района СПб""",Волейбол,"Петергоф, Константиновская ул., дом. 8, лит. А","Петергоф, Константиновская ул., уч. 2 (возле дома 8, лит. А)",Array,Автово,Петродворцовый,"661-17-95 89111055921",Центр-спорта.рф,Работающий,"Ср., Пт., Сб., Вс. 10.00-13.00; 16.00-19.00",Да,,1,,,"Центр-спорта.рф https://vk.com/public117605336 https://vk.com/club202686263 https://vk.com/tt_petergof https://vk.com/public200411163"
14.0006,"СПБ ГБУ ""Центр физической культуры, спорта и здоровья Петродворцового района СПб""",Воркаут,"Петергоф, Константиновская ул., д. 8, лит. А","Петергоф, Константиновская ул., уч. 3 (возле дома 8, лит. А)",Array,Автово,Петродворцовый,"661-17-95 89111055921",Центр-спорта.рф,Работающий,"Ср., Пт., Сб., Вс. 10.00-13.00; 16.00-19.00",Да,,1,,,"Центр-спорта.рф https://vk.com/public117605336 https://vk.com/club202686263 https://vk.com/tt_petergof https://vk.com/public200411164"
14.0007,"СПБ ГБУ ""Центр физической культуры, спорта и здоровья Петродворцового района СПб""",Футбол,"Петергоф, Кооперативная ул., д. 20, лит. А","Петергоф, Кооперативная ул., уч. 3 (напротив дома 20, лит. А)",Array,Автово,Петродворцовый,"661-17-95 89111055921",Центр-спорта.рф,Работающий,"Пн., Вт., Чт., Пт. 15.00-18.01",Да,,1,,,"Центр-спорта.рф https://vk.com/public117605336 https://vk.com/club202686263 https://vk.com/tt_petergof https://vk.com/public200411165"
14.0008,"СПБ ГБУ ""Центр физической культуры, спорта и здоровья Петродворцового района СПб""",Баскетбол,"Петергоф, Озерковая ул., д. 45, лит. А","Петергоф, Озерковая ул., уч. 9 (у дома 45, лит. А)",Array,Автово,Петродворцовый,"661-17-95 89111055921",Центр-спорта.рф,Работающий,"Чт. 10.00-14.00 Сб., Вс. 12.00-16.01",Да,,1,,,"Центр-спорта.рф https://vk.com/public117605336 https://vk.com/club202686263 https://vk.com/tt_petergof https://vk.com/public200411166"
14.0009,"СПБ ГБУ ""Центр физической культуры, спорта и здоровья Петродворцового района СПб""","Настольный теннис,ОФП","Петергоф, Разводная ул., д. 19","Петергоф, Разводная ул., уч. 39 (у дома 19)",Array,Автово,Петродворцовый,"661-17-95 89111055921",Центр-спорта.рф,Работающий,"Вт,Чт, Сб,Пт. 09:00-12:01",Да,,1,,,"Центр-спорта.рф https://vk.com/public117605336 https://vk.com/club202686263 https://vk.com/tt_petergof https://vk.com/public200411167"
14.0010,"СПБ ГБУ ""Центр физической культуры, спорта и здоровья Петродворцового района СПб""","Футбол,баскетбол","Петергоф, Суворовская ул., дом 5, корп. 4","Петергоф, Суворовская ул., уч. 5 (напротив дома 5, корп. 4)",Array,Автово,Петродворцовый,"661-17-95 89111055921",Центр-спорта.рф,Работающий,"Пн. 18.00-21.00 Ср.18.00-21.00 Вс. 9.00-15.01",Да,,1,,,"Центр-спорта.рф https://vk.com/public117605336 https://vk.com/club202686263 https://vk.com/tt_petergof https://vk.com/public200411168"
14.0011,"СПБ ГБУ ""Центр физической культуры, спорта и здоровья Петродворцового района СПб""","Футбол, волейбол,воркаут, ОФП","Петергоф, Суворовцев пер. , дом 10","Петергоф, Суворовцев пер. , уч. 1 (у дома 10)",Array,Автово,Петродворцовый,"661-17-95 89111055921",Центр-спорта.рф,Работающий,"Пн. 16.00-20.00; Вт. 14.00-20.00 ;Ср. 16.00-20.00; Чт. 14.00-20.00; Вс. 9.00-13.00",Да,,1,1,,"Центр-спорта.рф https://vk.com/public117605336 https://vk.com/club202686263 https://vk.com/tt_petergof https://vk.com/public200411169"
14.0012,"СПБ ГБУ ""Центр физической культуры, спорта и здоровья Петродворцового района СПб""","Футбол,баскетбол, ОФП, настольный теннис","Петергоф, Чебышёвская ул.","Петергоф, Чебышевская ул., уч. 5 (напротив дома 4, корп. 1)",Array,Автово,Петродворцовый,"661-17-95 89111055921",Центр-спорта.рф,Работающий,"Вт. 18.00-21.00 Чт. 19.00-21.00 Вс. 10.00-21.00",Да,,1,,,"Центр-спорта.рф https://vk.com/public117605336 https://vk.com/club202686263 https://vk.com/tt_petergof https://vk.com/public200411159, объект не имеет освещения"
14.0013,"СПБ ГБУ ""Центр физической культуры, спорта и здоровья Петродворцового района СПб""",Волейбол,"Петергоф, Чичеринская ул., д. 5, корп. 1","Петергоф, Чичеринская ул., уч. 7 (напротив дома 5, корп. 1)",Array,Автово,Петродворцовый,"661-17-95 89111055921",Центр-спорта.рф,Работающий,"Вт. 11.00-14.00; Ср. 10.00-13.00; Чт. 11.00-13.00; Сб.; Вс. 10.00-18.00",Да,,1,,1,"Центр-спорта.рф https://vk.com/public117605336 https://vk.com/club202686263 https://vk.com/tt_petergof https://vk.com/public200411159, объект не имеет освещения"
14.0014,"СПБ ГБУ ""Центр физической культуры, спорта и здоровья Петродворцового района СПб""",Футбол,"Петергоф, Чичеринская ул., д. 5, корп. 2","Петергоф, Чичеринская ул., уч. 8 (напротив дома 5, корп. 2)",Array,Автово,Петродворцовый,"661-17-95 89111055921",Центр-спорта.рф,Работающий,"Вт. 11.00-14.00 Ср. 10.00-13.00 Чт. 11.00-13.00 Сб.; Вс. 10.00-18.00",Да,,1,,,"Центр-спорта.рф https://vk.com/public117605336 https://vk.com/club202686263 https://vk.com/tt_petergof https://vk.com/public200411159"
14.0015,"СПБ ГБУ ""Центр физической культуры, спорта и здоровья Петродворцового района СПб""",Баскетбол,"Петергоф, Чичеринская ул.,д. 5, корп. 2","Петергоф, Чичеринская ул., уч. 9 (напротив дома 5, корп. 2)",Array,Автово,Петродворцовый,"661-17-95 89111055921",Центр-спорта.рф,Работающий,"Сб; Вс. 10.00-16.00",Да,,1,,,"Центр-спорта.рф https://vk.com/public117605336 https://vk.com/club202686263 https://vk.com/tt_petergof https://vk.com/public200411160"
14.0016,"СПБ ГБУ ""Центр физической культуры, спорта и здоровья Петродворцового района СПб""","Настольный теннис, ОФП","Петергоф, Шахматова ул. , д.16, корп. 4","Петергоф, Шахматова ул. , уч. 8 (у дома 16, корп. 4, лит. А)",Array,Автово,Петродворцовый,"661-17-95 89111055921",Центр-спорта.рф,Работающий,"Вт., Ср., Чт., Пт., 12.00-16.00 Сб. 07.00-09.00, 17.00-19.00",Да,,,,,"Центр-спорта.рф https://vk.com/public117605336 https://vk.com/club202686263 https://vk.com/tt_petergof https://vk.com/public200411159"
14.0017,"СПБ ГБУ ""Центр физической культуры, спорта и здоровья Петродворцового района СПб""",Баскетбол,"Ломоносов, Александровская ул., д. 15","Ломоносов, Александровская ул., уч. 7, (у дома 15)",Array,Автово,Петродворцовый,"661-17-95 89111055921",Центр-спорта.рф,Работающий,"Пн. 9.00-12.00 Вт. 9.00-14.00 Ср. 9.00-15.00 Чт.9.00-13.00",Да,,1,,,"Центр-спорта.рф https://vk.com/public117605336 https://vk.com/club202686263 https://vk.com/tt_petergof https://vk.com/public200411159"
14.0018,"СПБ ГБУ ""Центр физической культуры, спорта и здоровья Петродворцового района СПб""","Футбол, баскетбол","Ломоносов, Александровская ул., дома 32б","Ломоносов, Александровская ул., уч. 8, (напротив дома 32б)",Array,Автово,Петродворцовый,"661-17-95 89111055921",Центр-спорта.рф,Работающий,"Ср. 14.00-18.00 Чт 14.00-18.00 Пт. 16.00-18.00 Сб. 15.00-17.00",Да,,1,,,"Центр-спорта.рф https://vk.com/public117605336 https://vk.com/club202686263 https://vk.com/tt_petergof https://vk.com/public200411159"
14.0019,"СПБ ГБУ ""Центр физической культуры, спорта и здоровья Петродворцового района СПб""","Футбол,баскетбол","Ломоносов, Ораниенбаумский пр., д.21, лит. А","Г. Ломоносов, Ораниенбаумский пр., уч. 7 (напротив дома 21, лит. А)",Array,Автово,Петродворцовый,"661-17-95 89111055921",Центр-спорта.рф,Работающий,"Пн. 8.30-10.30; 11.00-13.00;18.00-21.00 Вт. 11.00-13.00; 18.00-21.00 Ср. 18.00-21.00 Чт.8.30-10.30; 18.00-21.00 Вс. 12.00-16.00",Да,,1,,,"Центр-спорта.рф https://vk.com/public117605336 https://vk.com/club202686263 https://vk.com/tt_petergof https://vk.com/public200411159"
14.0020,"СПБ ГБУ ""Центр физической культуры, спорта и здоровья Петродворцового района СПб""",Скейтбординг,"Ломоносов, Победы ул., д. 34, корп. 2, лит. А","Ломоносов, Победы ул., уч. 12 (северо-западнее дома 34, корп. 2, лит. А)",Array,Автово,Петродворцовый,"661-17-95 89111055921",Центр-спорта.рф,Работающий,"Понедельник -воскресенье 9.00-21.00",Да,,1,,,"Центр-спорта.рф https://vk.com/public117605336 https://vk.com/club202686263 https://vk.com/tt_petergof https://vk.com/public200411159"
14.0021,"СПБ ГБУ ""Центр физической культуры, спорта и здоровья Петродворцового района СПб""","Футбол, баскетбол","Петергоф, Веденеева ул., д. 4","Петергоф, Веденеева ул. Уч. 2 (южнее дома 4)",Array,Автово,Петродворцовый,"661-17-95 89111055921",Центр-спорта.рф,Аботающий,"Понедельник – Воскресенье с 10:00 ч. До 21:00 ч.",Да,,1,1,,"Центр-спорта.рф https://vk.com/public117605336 https://vk.com/club202686263 https://vk.com/tt_petergof https://vk.com/public200411160"
14.0022,"СПб ГБУ ""Подростково-молодежный центр Петродворцового района Санкт-Петербурга""",Футбол,"пос. Стрельна, Санкт-Петербургское шоссе, 84а","Пос. Стрельна, Санкт-Петербургское шоссе, уч. 20 (севернее дома 84а, лит. А)",Array,Автово,Петродворцовый,246-24-52,Gu182.site.gov.spb.ru,Работающий,"Понедельник – Воскресенье с 10:00 ч. До 21:00 ч.",Да,,1,,,Gu182.site.gov.spb.ru
14.0023,"СПБ ГБУ ""Центр физической культуры, спорта и здоровья Петродворцового района СПб""",Футбол,"Петергоф, Веденеева ул., д. 1","Петергоф, Веденеева ул. , уч. 3 (южнее дома 1, лит. А)",Array,Автово,Петродворцовый,"661-17-95 89111055921",Центр-спорта.рф,Работающий,"Понедельник – Воскресенье с 10:00 ч. До 21:00 ч.",Да,,1,1,,"Центр-спорта.рф https://vk.com/public117605336 https://vk.com/club202686263 https://vk.com/tt_petergof https://vk.com/public200411160"
14.0024,"СПб ГБУ ""Подростково-молодежный центр Петродворцового района Санкт-Петербурга""",Футбол,"пос. Стрельна, Ново-Нарвское шоссе","Пос. Стрельна, Ново-Нарвское шоссе, уч. 3 (у дома 9)",Array,Автово,Петродворцовый,246-24-52,Gu182.site.gov.spb.ru,Работающий,"Понедельник – Воскресенье с 10:00 ч. До 21:00 ч.",Да,,1,,,Gu182.site.gov.spb.ru
14.0025,"СПб ГБУ ""Подростково-молодежный центр Петродворцового района Санкт-Петербурга""",Баскетбол,"Ломоносов, Морская ул., д.58","Ломоносов, Морская ул., уч. 12 (напротив д.58, лит.А)",Array,Автово,Петродворцовый,246-24-52,Gu182.site.gov.spb.ru,Работающий,"Ср с 15:00 до 18:00 Пт с 15:00 до 18:00",Да,,1,,,Gu182.site.gov.spb.ru
15.01,"СПб ГБУ ""Центр спорта Приморского района""","Футбол Хоккей Баскетбол","ул. Дибуновская, 9, лит. А","197183, Санкт-Петербург, улица Дибуновская, участок 8, д. Северо-западнее дома 9, лит. А",Array,"Черная речка",Приморский,"2400168, 4588661","Http://gu171.site.gov.spb.ru/ https://vk.com/centrsporta",Работающий,09.00-22.00,Да,,1,,,
